run_id,phase_idx,timestamp,l0_files,stall_micros_total,stall_micros_delta,compaction_pending_bytes,is_write_stopped,actual_delayed_write_rate,num_running_compactions,batch_payload_bytes,batch_latency_ms,bg_jobs,process_cpu_user_sec,process_cpu_sys_sec
1775137078918,1,1.77514e+09,0,0,0,0,0,0,0,1030890,2.67972,4,0.006875,0.006875
1775137078918,1,1.77514e+09,0,0,0,0,0,0,0,1032000,2.20122,4,0.010069,0.007831
1775137078918,1,1.77514e+09,0,0,0,0,0,0,0,1032000,2.08586,4,0.01233,0.010088
1775137078918,1,1.77514e+09,0,0,0,0,0,0,0,1032000,2.0512,4,0.015891,0.010088
1775137078918,1,1.77514e+09,0,0,0,0,0,0,0,1032000,2.85985,4,0.017201,0.012901
1775137078918,1,1.77514e+09,0,0,0,0,0,0,0,1032000,2.00097,4,0.019939,0.013643
1775137078918,1,1.77514e+09,0,0,0,0,0,0,0,1032000,1.80697,4,0.022029,0.014686
1775137078918,1,1.77514e+09,0,0,0,0,0,0,0,1032000,1.99231,4,0.025519,0.014686
1775137078918,1,1.77514e+09,0,0,0,0,0,0,0,1032000,2.86512,4,0.028373,0.018239
1775137078918,1,1.77514e+09,1,0,0,0,0,0,0,1032000,1.96927,4,0.032869,0.025679
1775137078918,1,1.77514e+09,1,0,0,0,0,0,0,1033000,1.76048,4,0.035651,0.02571
1775137078918,1,1.77514e+09,1,0,0,0,0,0,0,1033000,1.77473,4,0.038456,0.02571
1775137078918,1,1.77514e+09,1,0,0,0,0,0,0,1033000,1.9673,4,0.040703,0.026457
1775137078918,1,1.77514e+09,1,0,0,0,0,0,0,1033000,1.70824,4,0.043418,0.026457
1775137078918,1,1.77514e+09,1,0,0,0,0,0,0,1033000,1.69315,4,0.046003,0.026579
1775137078918,1,1.77514e+09,1,0,0,0,0,0,0,1033000,1.75429,4,0.048484,0.026821
1775137078918,1,1.77514e+09,1,0,0,0,0,0,0,1033000,2.48644,4,0.053948,0.026821
1775137078918,1,1.77514e+09,2,0,0,0,0,0,0,1033000,1.93509,4,0.064275,0.02799
1775137078918,1,1.77514e+09,2,0,0,0,0,0,0,1033000,1.74697,4,0.067022,0.02799
1775137078918,1,1.77514e+09,2,0,0,0,0,0,0,1033000,1.70832,4,0.069643,0.028065
1775137078918,1,1.77514e+09,2,0,0,0,0,0,0,1033000,2.15497,4,0.071765,0.029122
1775137078918,1,1.77514e+09,2,0,0,0,0,0,0,1033000,1.70824,4,0.074316,0.029308
1775137078918,1,1.77514e+09,2,0,0,0,0,0,0,1033000,1.81518,4,0.076901,0.029496
1775137078918,1,1.77514e+09,2,0,0,0,0,0,0,1033000,1.72677,4,0.078694,0.030428
1775137078918,1,1.77514e+09,2,0,0,0,0,0,0,1033000,2.02141,4,0.082817,0.030428
1775137078918,1,1.77514e+09,3,0,0,0,0,0,0,1033000,1.71308,4,0.092711,0.032292
1775137078918,1,1.77514e+09,3,0,0,0,0,0,0,1033000,1.73725,4,0.095468,0.032292
1775137078918,1,1.77514e+09,3,0,0,0,0,0,0,1033000,1.75303,4,0.098263,0.032292
1775137078918,1,1.77514e+09,3,0,0,0,0,0,0,1033000,1.99286,4,0.101268,0.032292
1775137078918,1,1.77514e+09,3,0,0,0,0,0,0,1033000,1.73057,4,0.104011,0.032292
1775137078918,1,1.77514e+09,3,0,0,0,0,0,0,1033000,1.72232,4,0.106741,0.032292
1775137078918,1,1.77514e+09,3,0,0,0,0,0,0,1033000,1.74887,4,0.109444,0.032312
1775137078918,1,1.77514e+09,3,0,0,0,0,0,0,1033000,2.02402,4,0.112707,0.033088
1775137078918,1,1.77514e+09,4,0,0,0,0,0,0,1033000,1.77334,4,0.121637,0.036078
1775137078918,1,1.77514e+09,4,0,0,0,0,0,0,1033000,1.80919,4,0.123487,0.037046
1775137078918,1,1.77514e+09,4,0,0,0,0,0,0,1033000,1.81574,4,0.125336,0.038011
1775137078918,1,1.77514e+09,4,0,0,0,0,0,0,1033000,2.11505,4,0.127431,0.039051
1775137078918,1,1.77514e+09,4,0,0,0,0,0,0,1033000,1.79143,4,0.129281,0.040015
1775137078918,1,1.77514e+09,4,0,0,0,0,0,0,1033000,1.79159,4,0.131142,0.040982
1775137078918,1,1.77514e+09,4,0,0,0,0,0,0,1033000,1.84772,4,0.133049,0.041961
1775137078918,1,1.77514e+09,4,0,0,0,0,0,0,1033000,2.21499,4,0.135635,0.043852
