run_id,phase_idx,timestamp,l0_files,stall_micros_total,stall_micros_delta,compaction_pending_bytes,is_write_stopped,actual_delayed_write_rate,num_running_compactions,batch_payload_bytes,batch_latency_ms,bg_jobs,process_cpu_user_sec,process_cpu_sys_sec
1775330170341,1,1.77533e+09,0,0,0,0,0,0,0,1030890,2.19226,6,0.009004,0.002251
1775330170341,1,1.77533e+09,0,0,0,0,0,0,0,1032000,1.75059,6,0.011146,0.003343
1775330170341,1,1.77533e+09,0,0,0,0,0,0,0,1032000,1.59559,6,0.013154,0.004384
1775330170341,1,1.77533e+09,0,0,0,0,0,0,0,1032000,1.75227,6,0.015052,0.005376
1775330170341,1,1.77533e+09,0,0,0,0,0,0,0,1032000,2.20815,6,0.018208,0.005376
1775330170341,1,1.77533e+09,0,0,0,0,0,0,0,1032000,1.69519,6,0.020898,0.005499
1775330170341,1,1.77533e+09,0,0,0,0,0,0,0,1032000,1.5454,6,0.022554,0.006444
1775330170341,1,1.77533e+09,0,0,0,0,0,0,0,1032000,1.7427,6,0.02549,0.006444
1775330170341,1,1.77533e+09,0,0,0,0,0,0,0,1032000,2.203,6,0.0281,0.008326
1775330170341,1,1.77533e+09,1,0,0,0,0,0,0,1032000,1.67982,6,0.038333,0.009324
1775330170341,1,1.77533e+09,1,0,0,0,0,0,0,1033000,1.51981,6,0.040714,0.009395
1775330170341,1,1.77533e+09,1,0,0,0,0,0,0,1033000,1.54956,6,0.043033,0.009395
1775330170341,1,1.77533e+09,1,0,0,0,0,0,0,1033000,1.75651,6,0.045534,0.009395
1775330170341,1,1.77533e+09,1,0,0,0,0,0,0,1033000,1.50996,6,0.047845,0.009395
1775330170341,1,1.77533e+09,1,0,0,0,0,0,0,1033000,1.5373,6,0.049313,0.010273
1775330170341,1,1.77533e+09,1,0,0,0,0,0,0,1033000,1.49329,6,0.05159,0.010318
1775330170341,1,1.77533e+09,1,0,0,0,0,0,0,1033000,2.04871,6,0.054735,0.011149
1775330170341,1,1.77533e+09,2,0,0,0,0,0,0,1033000,1.72112,6,0.058459,0.018142
1775330170341,1,1.77533e+09,2,0,0,0,0,0,0,1033000,1.49732,6,0.060699,0.018209
1775330170341,1,1.77533e+09,2,0,0,0,0,0,0,1033000,1.51706,6,0.063005,0.018209
1775330170341,1,1.77533e+09,2,0,0,0,0,0,0,1033000,1.7302,6,0.065658,0.018209
1775330170341,1,1.77533e+09,2,0,0,0,0,0,0,1033000,1.56411,6,0.068,0.018209
1775330170341,1,1.77533e+09,2,0,0,0,0,0,0,1033000,1.49786,6,0.070261,0.018209
1775330170341,1,1.77533e+09,2,0,0,0,0,0,0,1033000,1.55428,6,0.071879,0.018968
1775330170341,1,1.77533e+09,2,0,0,0,0,0,0,1033000,1.70995,6,0.073499,0.020857
1775330170341,1,1.77533e+09,3,0,0,0,0,0,0,1033000,1.51472,6,0.08009,0.024331
1775330170341,1,1.77533e+09,3,0,0,0,0,0,0,1033000,1.5489,6,0.081331,0.025415
1775330170341,1,1.77533e+09,3,0,0,0,0,0,0,1033000,1.49767,6,0.083574,0.02548
1775330170341,1,1.77533e+09,3,0,0,0,0,0,0,1033000,1.76733,6,0.085238,0.026383
1775330170341,1,1.77533e+09,3,0,0,0,0,0,0,1033000,1.51462,6,0.087472,0.026445
1775330170341,1,1.77533e+09,3,0,0,0,0,0,0,1033000,1.51684,6,0.089782,0.026445
1775330170341,1,1.77533e+09,3,0,0,0,0,0,0,1033000,1.52333,6,0.091159,0.027347
1775330170341,1,1.77533e+09,3,0,0,0,0,0,0,1033000,1.69449,6,0.094225,0.027355
1775330170341,1,1.77533e+09,4,0,0,0,0,0,0,1033000,1.56137,6,0.098881,0.033296
1775330170341,1,1.77533e+09,4,0,0,0,0,0,0,1033000,1.50723,6,0.101113,0.033367
1775330170341,1,1.77533e+09,4,0,0,0,0,0,0,1033000,1.50668,6,0.103385,0.033367
1775330170341,1,1.77533e+09,4,0,0,0,0,0,0,1033000,1.7779,6,0.106003,0.033367
1775330170341,1,1.77533e+09,4,0,0,0,0,0,0,1033000,1.51955,6,0.108399,0.033367
1775330170341,1,1.77533e+09,4,0,0,0,0,0,0,1033000,1.50692,6,0.110699,0.033367
1775330170341,1,1.77533e+09,4,0,0,0,0,0,0,1033000,1.5254,6,0.113016,0.033367
1775330170341,1,1.77533e+09,4,0,0,0,0,0,0,1033000,1.72006,6,0.116466,0.033367
1775330170341,1,1.77533e+09,5,0,0,0,0,0,0,1033000,1.62791,6,0.121939,0.038295
1775330170341,1,1.77533e+09,5,0,0,0,0,0,0,1033000,1.52939,6,0.123149,0.039367
1775330170341,1,1.77533e+09,5,0,0,0,0,0,0,1033000,1.49061,6,0.125358,0.039427
1775330170341,1,1.77533e+09,5,0,0,0,0,0,0,1033000,1.69639,6,0.126999,0.040317
1775330170341,1,1.77533e+09,5,0,0,0,0,0,0,1033000,1.49556,6,0.129216,0.04038
1775330170341,1,1.77533e+09,5,0,0,0,0,0,0,1033000,1.49142,6,0.131425,0.040438
1775330170341,1,1.77533e+09,5,0,0,0,0,0,0,1033000,1.56004,6,0.132934,0.04129
1775330170341,1,1.77533e+09,5,0,0,0,0,0,0,1033000,1.71119,6,0.135991,0.041301
1775330170341,1,1.77533e+09,6,0,0,0,0,0,0,1033000,1.53538,6,0.141296,0.046426
1775330170341,1,1.77533e+09,6,0,0,0,0,0,0,1033000,1.51481,6,0.143527,0.046494
1775330170341,1,1.77533e+09,6,0,0,0,0,0,0,1033000,1.50375,6,0.145827,0.046502
1775330170341,1,1.77533e+09,6,0,0,0,0,0,0,1033000,1.73527,6,0.14737,0.047441
1775330170341,1,1.77533e+09,6,0,0,0,0,0,0,1033000,1.49988,6,0.149581,0.047502
1775330170341,1,1.77533e+09,6,0,0,0,0,0,0,1033000,1.54258,6,0.150058,0.049347
1775330170341,1,1.77533e+09,6,0,0,0,0,0,0,1033000,1.51903,6,0.152369,0.049444
