bg_jobs,rounds,mean_latency_ms,p95_latency_ms,p99_latency_ms,overall_throughput_mb_s,mean_l0,stall_delta_sum_s,cpu_total_delta_sec,cpu_sec_per_mb
2,478,3.0104901799163177,5.9922945,21.09202100000001,415.23248881062733,5.169456066945607,0.284254,3.8175380000000008,0.006388912360954432
6,422,6.785010170616114,6.7824065,96.90434200000014,359.74624852972124,7.068720379146919,0.004341,5.22826,0.005075723420462036
